Date,PPG,promo_catalogue,promo_ins,display_platinum,display_gold,display_silver,display_bronze,Retailer
2018-01-07,Promo.Group 3,1,0,0,0,0,0,Retailer 0
2018-01-07,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-01-07,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-01-07,Promo.Group 20,1,0,0,0,0,0,Retailer 0
2018-01-07,Promo.Group 6,1,0,1,0,0,0,Retailer 0
2018-01-07,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-01-14,Promo.Group 3,1,0,0,0,0,1,Retailer 0
2018-01-14,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-01-14,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-01-14,Promo.Group 20,1,0,0,0,0,1,Retailer 0
2018-01-14,Promo.Group 6,1,0,0,0,0,0,Retailer 0
2018-01-14,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-01-21,Promo.Group 3,1,0,0,0,0,0,Retailer 0
2018-01-21,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-01-21,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-01-21,Promo.Group 20,1,0,0,0,0,1,Retailer 0
2018-01-21,Promo.Group 6,1,0,0,0,0,0,Retailer 0
2018-01-21,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-01-28,Promo.Group 3,0,0,0,0,0,0,Retailer 0
2018-01-28,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-01-28,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-01-28,Promo.Group 20,0,0,0,0,0,0,Retailer 0
2018-01-28,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2018-01-28,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-02-04,Promo.Group 3,1,0,0,0,0,0,Retailer 0
2018-02-04,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-02-04,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-02-04,Promo.Group 20,1,0,0,0,0,0,Retailer 0
2018-02-04,Promo.Group 6,1,0,0,0,0,1,Retailer 0
2018-02-04,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-02-11,Promo.Group 3,0,0,0,0,0,0,Retailer 0
2018-02-11,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-02-11,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-02-11,Promo.Group 20,0,0,0,0,0,0,Retailer 0
2018-02-11,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2018-02-11,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-02-18,Promo.Group 3,1,0,0,0,0,0,Retailer 0
2018-02-18,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-02-18,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-02-18,Promo.Group 20,1,0,0,0,0,0,Retailer 0
2018-02-18,Promo.Group 6,1,0,0,0,1,0,Retailer 0
2018-02-18,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-02-25,Promo.Group 3,0,0,0,0,0,0,Retailer 0
2018-02-25,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-02-25,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-02-25,Promo.Group 20,0,0,0,0,0,0,Retailer 0
2018-02-25,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2018-02-25,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-03-04,Promo.Group 3,1,0,0,0,0,0,Retailer 0
2018-03-04,Promo.Group 19,0,1,0,0,1,0,Retailer 0
2018-03-04,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-03-04,Promo.Group 20,1,0,0,0,0,0,Retailer 0
2018-03-04,Promo.Group 6,1,0,0,0,0,0,Retailer 0
2018-03-04,Promo.Group 5,0,1,0,0,1,0,Retailer 0
2018-03-11,Promo.Group 3,0,0,0,0,0,0,Retailer 0
2018-03-11,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-03-11,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-03-11,Promo.Group 20,0,0,0,0,0,0,Retailer 0
2018-03-11,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2018-03-11,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-03-18,Promo.Group 3,1,0,0,0,0,0,Retailer 0
2018-03-18,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-03-18,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-03-18,Promo.Group 20,1,0,0,0,0,0,Retailer 0
2018-03-18,Promo.Group 6,1,0,0,0,0,1,Retailer 0
2018-03-18,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-03-25,Promo.Group 3,0,0,0,0,0,0,Retailer 0
2018-03-25,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-03-25,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-03-25,Promo.Group 20,0,0,0,0,0,0,Retailer 0
2018-03-25,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2018-03-25,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-04-01,Promo.Group 3,1,0,0,0,0,0,Retailer 0
2018-04-01,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-04-01,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-04-01,Promo.Group 20,1,0,0,0,0,0,Retailer 0
2018-04-01,Promo.Group 6,1,0,0,0,1,0,Retailer 0
2018-04-01,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-04-08,Promo.Group 3,0,0,0,0,0,0,Retailer 0
2018-04-08,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-04-08,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-04-08,Promo.Group 20,0,0,0,0,0,0,Retailer 0
2018-04-08,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2018-04-08,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-04-15,Promo.Group 3,1,0,0,0,0,0,Retailer 0
2018-04-15,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-04-15,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-04-15,Promo.Group 20,1,0,0,0,0,0,Retailer 0
2018-04-15,Promo.Group 6,1,0,0,1,0,0,Retailer 0
2018-04-15,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-04-22,Promo.Group 3,0,1,0,0,0,0,Retailer 0
2018-04-22,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-04-22,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-04-22,Promo.Group 20,0,1,0,0,0,0,Retailer 0
2018-04-22,Promo.Group 6,0,1,0,0,0,0,Retailer 0
2018-04-22,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-04-29,Promo.Group 3,1,0,0,0,0,0,Retailer 0
2018-04-29,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-04-29,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-04-29,Promo.Group 20,1,0,0,0,0,0,Retailer 0
2018-04-29,Promo.Group 6,1,0,0,0,1,0,Retailer 0
2018-04-29,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-05-06,Promo.Group 3,0,0,0,0,0,0,Retailer 0
2018-05-06,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-05-06,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-05-06,Promo.Group 20,0,0,0,0,0,0,Retailer 0
2018-05-06,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2018-05-06,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-05-13,Promo.Group 3,1,0,0,0,0,0,Retailer 0
2018-05-13,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-05-13,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-05-13,Promo.Group 20,1,0,0,0,0,0,Retailer 0
2018-05-13,Promo.Group 6,1,0,0,0,0,0,Retailer 0
2018-05-13,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-05-20,Promo.Group 3,0,0,0,0,0,0,Retailer 0
2018-05-20,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-05-20,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-05-20,Promo.Group 20,0,0,0,0,0,0,Retailer 0
2018-05-20,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2018-05-20,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-05-27,Promo.Group 3,1,0,0,0,0,0,Retailer 0
2018-05-27,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-05-27,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-05-27,Promo.Group 20,1,0,0,0,0,0,Retailer 0
2018-05-27,Promo.Group 6,1,0,0,0,1,0,Retailer 0
2018-05-27,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-06-03,Promo.Group 3,1,0,0,0,0,0,Retailer 0
2018-06-03,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-06-03,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-06-03,Promo.Group 20,1,0,0,0,0,0,Retailer 0
2018-06-03,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2018-06-03,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-06-10,Promo.Group 3,1,0,0,0,0,0,Retailer 0
2018-06-10,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-06-10,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-06-10,Promo.Group 20,1,0,0,0,0,0,Retailer 0
2018-06-10,Promo.Group 6,1,0,1,0,0,0,Retailer 0
2018-06-10,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-06-17,Promo.Group 3,0,0,0,0,0,0,Retailer 0
2018-06-17,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-06-17,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-06-17,Promo.Group 20,0,0,0,0,0,0,Retailer 0
2018-06-17,Promo.Group 6,0,1,0,0,0,0,Retailer 0
2018-06-17,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-06-24,Promo.Group 3,1,0,0,0,0,0,Retailer 0
2018-06-24,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-06-24,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-06-24,Promo.Group 20,1,0,0,0,0,0,Retailer 0
2018-06-24,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2018-06-24,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-07-01,Promo.Group 3,0,0,0,0,0,0,Retailer 0
2018-07-01,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-07-01,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-07-01,Promo.Group 20,0,0,0,0,0,0,Retailer 0
2018-07-01,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2018-07-01,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-07-08,Promo.Group 3,1,0,0,0,0,0,Retailer 0
2018-07-08,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-07-08,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-07-08,Promo.Group 20,1,0,0,0,0,0,Retailer 0
2018-07-08,Promo.Group 6,1,0,0,0,1,0,Retailer 0
2018-07-08,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-07-15,Promo.Group 3,0,0,0,0,0,0,Retailer 0
2018-07-15,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-07-15,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-07-15,Promo.Group 20,0,0,0,0,0,0,Retailer 0
2018-07-15,Promo.Group 6,1,0,0,0,0,1,Retailer 0
2018-07-15,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-07-22,Promo.Group 3,0,0,0,0,0,0,Retailer 0
2018-07-22,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-07-22,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-07-22,Promo.Group 20,0,0,0,0,0,0,Retailer 0
2018-07-22,Promo.Group 6,1,0,1,0,0,0,Retailer 0
2018-07-22,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-07-29,Promo.Group 3,1,0,1,0,0,0,Retailer 0
2018-07-29,Promo.Group 19,1,0,0,0,0,0,Retailer 0
2018-07-29,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-07-29,Promo.Group 20,1,0,1,0,0,0,Retailer 0
2018-07-29,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2018-07-29,Promo.Group 5,1,0,0,0,0,0,Retailer 0
2018-08-05,Promo.Group 3,0,0,0,0,0,0,Retailer 0
2018-08-05,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-08-05,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-08-05,Promo.Group 20,0,0,0,0,0,0,Retailer 0
2018-08-05,Promo.Group 6,1,0,0,0,1,0,Retailer 0
2018-08-05,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-08-12,Promo.Group 3,1,0,0,0,0,0,Retailer 0
2018-08-12,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-08-12,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-08-12,Promo.Group 20,1,0,0,0,0,0,Retailer 0
2018-08-12,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2018-08-12,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-08-19,Promo.Group 3,0,1,0,0,0,0,Retailer 0
2018-08-19,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-08-19,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2018-08-19,Promo.Group 20,0,1,0,0,0,0,Retailer 0
2018-08-19,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2018-08-19,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-08-26,Promo.Group 3,1,0,0,0,0,1,Retailer 0
2018-08-26,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-08-26,Promo.Group 22,0,1,0,0,0,0,Retailer 0
2018-08-26,Promo.Group 20,1,0,0,0,0,0,Retailer 0
2018-08-26,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2018-08-26,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-09-02,Promo.Group 3,0,0,0,0,0,0,Retailer 0
2018-09-02,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-09-02,Promo.Group 22,0,1,0,0,0,0,Retailer 0
2018-09-02,Promo.Group 20,0,0,0,0,0,0,Retailer 0
2018-09-02,Promo.Group 6,1,0,0,0,1,0,Retailer 0
2018-09-02,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-09-09,Promo.Group 3,1,0,1,0,0,0,Retailer 0
2018-09-09,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-09-09,Promo.Group 22,0,1,0,0,0,0,Retailer 0
2018-09-09,Promo.Group 20,1,0,0,0,0,0,Retailer 0
2018-09-09,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2018-09-09,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-09-16,Promo.Group 3,0,0,0,0,0,0,Retailer 0
2018-09-16,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-09-16,Promo.Group 22,0,1,0,0,0,0,Retailer 0
2018-09-16,Promo.Group 20,0,0,0,0,0,0,Retailer 0
2018-09-16,Promo.Group 6,1,0,1,0,0,0,Retailer 0
2018-09-16,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-09-23,Promo.Group 3,0,1,0,0,0,1,Retailer 0
2018-09-23,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-09-23,Promo.Group 22,0,1,0,0,0,0,Retailer 0
2018-09-23,Promo.Group 20,0,1,0,0,0,0,Retailer 0
2018-09-23,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2018-09-23,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-09-30,Promo.Group 3,1,0,0,1,0,0,Retailer 0
2018-09-30,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-09-30,Promo.Group 22,0,1,0,0,0,0,Retailer 0
2018-09-30,Promo.Group 20,1,0,0,0,0,0,Retailer 0
2018-09-30,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2018-09-30,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-10-07,Promo.Group 3,0,1,0,0,0,0,Retailer 0
2018-10-07,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-10-07,Promo.Group 22,0,1,0,0,0,0,Retailer 0
2018-10-07,Promo.Group 20,0,1,0,0,0,0,Retailer 0
2018-10-07,Promo.Group 6,1,0,0,0,0,0,Retailer 0
2018-10-07,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-10-14,Promo.Group 3,0,1,0,0,0,0,Retailer 0
2018-10-14,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-10-14,Promo.Group 22,0,1,0,0,0,0,Retailer 0
2018-10-14,Promo.Group 20,0,1,0,0,0,0,Retailer 0
2018-10-14,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2018-10-14,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-10-21,Promo.Group 3,0,0,0,0,0,0,Retailer 0
2018-10-21,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-10-21,Promo.Group 22,0,1,0,0,0,0,Retailer 0
2018-10-21,Promo.Group 20,0,0,0,0,0,0,Retailer 0
2018-10-21,Promo.Group 6,1,0,0,0,0,1,Retailer 0
2018-10-21,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-10-28,Promo.Group 3,1,0,0,0,0,0,Retailer 0
2018-10-28,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-10-28,Promo.Group 22,0,1,0,0,0,0,Retailer 0
2018-10-28,Promo.Group 20,1,0,0,0,0,0,Retailer 0
2018-10-28,Promo.Group 6,1,0,0,0,0,1,Retailer 0
2018-10-28,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-11-04,Promo.Group 3,0,1,0,0,0,0,Retailer 0
2018-11-04,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-11-04,Promo.Group 22,0,1,0,0,0,0,Retailer 0
2018-11-04,Promo.Group 20,0,1,0,0,0,0,Retailer 0
2018-11-04,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2018-11-04,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-11-11,Promo.Group 3,0,1,0,0,0,0,Retailer 0
2018-11-11,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-11-11,Promo.Group 22,0,1,0,0,0,0,Retailer 0
2018-11-11,Promo.Group 20,0,1,0,0,0,0,Retailer 0
2018-11-11,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2018-11-11,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-11-18,Promo.Group 3,1,0,0,0,0,1,Retailer 0
2018-11-18,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-11-18,Promo.Group 22,0,1,0,0,0,0,Retailer 0
2018-11-18,Promo.Group 20,1,0,0,0,0,1,Retailer 0
2018-11-18,Promo.Group 6,1,0,0,0,0,0,Retailer 0
2018-11-18,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-11-25,Promo.Group 3,0,0,0,0,0,0,Retailer 0
2018-11-25,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-11-25,Promo.Group 22,0,1,0,0,0,0,Retailer 0
2018-11-25,Promo.Group 20,0,0,0,0,0,0,Retailer 0
2018-11-25,Promo.Group 6,1,0,0,1,0,0,Retailer 0
2018-11-25,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-12-02,Promo.Group 3,1,0,0,0,0,0,Retailer 0
2018-12-02,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-12-02,Promo.Group 22,0,1,0,0,0,0,Retailer 0
2018-12-02,Promo.Group 20,1,0,0,0,0,0,Retailer 0
2018-12-02,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2018-12-02,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-12-09,Promo.Group 3,0,0,0,0,0,0,Retailer 0
2018-12-09,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-12-09,Promo.Group 22,0,1,0,0,0,0,Retailer 0
2018-12-09,Promo.Group 20,0,0,0,0,0,0,Retailer 0
2018-12-09,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2018-12-09,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-12-16,Promo.Group 3,0,0,0,0,0,0,Retailer 0
2018-12-16,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-12-16,Promo.Group 22,0,1,0,0,0,0,Retailer 0
2018-12-16,Promo.Group 20,0,0,0,0,0,0,Retailer 0
2018-12-16,Promo.Group 6,1,0,0,0,1,0,Retailer 0
2018-12-16,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-12-23,Promo.Group 3,1,0,0,0,0,0,Retailer 0
2018-12-23,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-12-23,Promo.Group 22,0,1,0,0,0,0,Retailer 0
2018-12-23,Promo.Group 20,1,0,0,0,0,0,Retailer 0
2018-12-23,Promo.Group 6,0,1,0,0,0,0,Retailer 0
2018-12-23,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2018-12-30,Promo.Group 3,1,0,0,0,0,0,Retailer 0
2018-12-30,Promo.Group 19,0,1,0,0,0,0,Retailer 0
2018-12-30,Promo.Group 22,0,1,0,0,0,0,Retailer 0
2018-12-30,Promo.Group 20,1,0,0,0,0,0,Retailer 0
2018-12-30,Promo.Group 6,0,1,0,0,0,0,Retailer 0
2018-12-30,Promo.Group 5,0,1,0,0,0,0,Retailer 0
2019-01-06,Promo.Group 3,0,0,0,0,0,0,Retailer 0
2019-01-06,Promo.Group 19,0,0,0,0,0,0,Retailer 0
2019-01-06,Promo.Group 20,0,0,0,0,0,0,Retailer 0
2019-01-06,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2019-01-06,Promo.Group 6,1,0,1,0,0,0,Retailer 0
2019-01-06,Promo.Group 5,0,0,0,0,0,0,Retailer 0
2019-01-13,Promo.Group 3,1,0,1,0,0,0,Retailer 0
2019-01-13,Promo.Group 19,0,0,0,0,0,0,Retailer 0
2019-01-13,Promo.Group 20,1,0,1,0,0,0,Retailer 0
2019-01-13,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2019-01-13,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2019-01-13,Promo.Group 5,0,0,0,0,0,0,Retailer 0
2019-01-20,Promo.Group 3,0,0,0,0,0,0,Retailer 0
2019-01-20,Promo.Group 19,0,0,0,0,0,0,Retailer 0
2019-01-20,Promo.Group 20,0,0,0,0,0,0,Retailer 0
2019-01-20,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2019-01-20,Promo.Group 6,1,0,0,0,1,0,Retailer 0
2019-01-20,Promo.Group 5,0,0,0,0,0,0,Retailer 0
2019-01-27,Promo.Group 3,0,0,0,0,0,0,Retailer 0
2019-01-27,Promo.Group 19,0,0,0,0,0,0,Retailer 0
2019-01-27,Promo.Group 20,0,0,0,0,0,0,Retailer 0
2019-01-27,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2019-01-27,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2019-01-27,Promo.Group 5,0,0,0,0,0,0,Retailer 0
2019-02-03,Promo.Group 3,0,0,0,0,0,0,Retailer 0
2019-02-03,Promo.Group 19,0,0,0,0,0,0,Retailer 0
2019-02-03,Promo.Group 20,0,0,0,0,0,0,Retailer 0
2019-02-03,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2019-02-03,Promo.Group 6,1,0,0,0,1,0,Retailer 0
2019-02-03,Promo.Group 5,0,0,0,0,0,0,Retailer 0
2019-02-10,Promo.Group 3,1,0,0,1,0,0,Retailer 0
2019-02-10,Promo.Group 19,0,0,0,0,0,0,Retailer 0
2019-02-10,Promo.Group 20,1,0,0,1,0,0,Retailer 0
2019-02-10,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2019-02-10,Promo.Group 6,1,0,1,0,0,0,Retailer 0
2019-02-10,Promo.Group 5,0,0,0,0,0,0,Retailer 0
2019-02-17,Promo.Group 3,0,1,0,0,0,1,Retailer 0
2019-02-17,Promo.Group 19,0,0,0,0,0,0,Retailer 0
2019-02-17,Promo.Group 20,0,1,0,0,0,1,Retailer 0
2019-02-17,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2019-02-17,Promo.Group 6,0,1,0,0,0,1,Retailer 0
2019-02-17,Promo.Group 5,0,0,0,0,0,0,Retailer 0
2019-02-24,Promo.Group 3,1,0,0,0,0,1,Retailer 0
2019-02-24,Promo.Group 19,0,0,0,0,0,0,Retailer 0
2019-02-24,Promo.Group 20,0,0,0,0,0,0,Retailer 0
2019-02-24,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2019-02-24,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2019-02-24,Promo.Group 5,0,0,0,0,0,0,Retailer 0
2019-03-03,Promo.Group 3,0,0,0,0,0,0,Retailer 0
2019-03-03,Promo.Group 19,0,0,0,0,0,0,Retailer 0
2019-03-03,Promo.Group 20,0,0,0,0,0,0,Retailer 0
2019-03-03,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2019-03-03,Promo.Group 6,1,0,0,0,0,1,Retailer 0
2019-03-03,Promo.Group 5,0,0,0,0,0,0,Retailer 0
2019-03-10,Promo.Group 3,1,0,0,0,1,0,Retailer 0
2019-03-10,Promo.Group 19,0,0,0,0,0,0,Retailer 0
2019-03-10,Promo.Group 20,1,0,0,0,1,0,Retailer 0
2019-03-10,Promo.Group 22,0,0,0,0,0,0,Retailer 0
2019-03-10,Promo.Group 6,0,0,0,0,0,0,Retailer 0
2019-03-10,Promo.Group 5,0,0,0,0,0,0,Retailer 0
2019-03-17,Promo.Group 3,0,0,0,0,0,0,Retailer 0
2019-03-17,Promo.Group 19,0,0,0,0,0,0,Retailer 0
2019-03-17,Promo.Group 20,0,0,0,0,0,0,Retailer 0
