Date,PPG,promo_catalogue,promo_ins,display_platinum,display_gold,display_silver,display_bronze,Retailer,Segment,Sub.Segment,Brand,Sub.Brand,Packsize,Product.Type,APN,Vol.Sales,Wtd.Selling.Dist,PPG_Retailer,WeekNum,Month,Quarter,Year,Month_Year
2019-09-01,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,3.49336,99.8,Promo.Group 22__Retailer 1,35,9,3,2019,9__2019
2019-09-08,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,2.25004,99.8,Promo.Group 22__Retailer 1,36,9,3,2019,9__2019
2019-09-15,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,2.3426,99.8,Promo.Group 22__Retailer 1,37,9,3,2019,9__2019
2019-09-22,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,3.19852,99.8,Promo.Group 22__Retailer 1,38,9,3,2019,9__2019
2019-09-29,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,4.35604,99.8,Promo.Group 22__Retailer 1,39,9,3,2019,9__2019
2019-10-06,Promo.Group 22,1,0,1,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,6.25404,99.8,Promo.Group 22__Retailer 1,40,10,4,2019,10__2019
2019-10-13,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,2.50276,99.8,Promo.Group 22__Retailer 1,41,10,4,2019,10__2019
2019-10-20,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,3.62232,99.8,Promo.Group 22__Retailer 1,42,10,4,2019,10__2019
2019-10-27,Promo.Group 22,0,0,0,1,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,3.52248,99.8,Promo.Group 22__Retailer 1,43,10,4,2019,10__2019
2019-11-03,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,3.74816,99.8,Promo.Group 22__Retailer 1,44,11,4,2019,11__2019
2019-11-10,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,3.09036,99.8,Promo.Group 22__Retailer 1,45,11,4,2019,11__2019
2019-11-17,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,3.84072,99.8,Promo.Group 22__Retailer 1,46,11,4,2019,11__2019
2019-11-24,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,3.32332,99.8,Promo.Group 22__Retailer 1,47,11,4,2019,11__2019
2019-12-01,Promo.Group 22,1,0,1,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,7.0902,99.8,Promo.Group 22__Retailer 1,48,12,4,2019,12__2019
2019-12-08,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,3.65716,99.8,Promo.Group 22__Retailer 1,49,12,4,2019,12__2019
2019-12-15,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,4.68468,99.8,Promo.Group 22__Retailer 1,50,12,4,2019,12__2019
2019-12-22,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,4.498,99.8,Promo.Group 22__Retailer 1,51,12,4,2019,12__2019
2019-12-29,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,2.96868,99.7,Promo.Group 22__Retailer 1,52,12,4,2019,12__2019
2020-01-05,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,4.6384,99.8,Promo.Group 22__Retailer 1,1,1,1,2020,1__2020
2020-01-12,Promo.Group 22,0,0,0,1,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,4.58796,99.8,Promo.Group 22__Retailer 1,2,1,1,2020,1__2020
2020-01-19,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,3.86776,99.8,Promo.Group 22__Retailer 1,3,1,1,2020,1__2020
2020-01-26,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,2.2854,99.8,Promo.Group 22__Retailer 1,4,1,1,2020,1__2020
2020-02-02,Promo.Group 22,0,0,0,0,0,1,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,2.40084,99.8,Promo.Group 22__Retailer 1,5,2,1,2020,2__2020
2020-02-09,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,2.70816,99.8,Promo.Group 22__Retailer 1,6,2,1,2020,2__2020
2020-02-16,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,3.7284,99.7,Promo.Group 22__Retailer 1,7,2,1,2020,2__2020
2020-02-23,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,3.30044,99.7,Promo.Group 22__Retailer 1,8,2,1,2020,2__2020
2020-03-01,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,2.51576,99.7,Promo.Group 22__Retailer 1,9,3,1,2020,3__2020
2020-03-08,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,2.8236,99.7,Promo.Group 22__Retailer 1,10,3,1,2020,3__2020
2020-03-15,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,2.5558,99.7,Promo.Group 22__Retailer 1,11,3,1,2020,3__2020
2020-03-22,Promo.Group 22,0,0,0,0,0,1,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,3.85684,99.6,Promo.Group 22__Retailer 1,12,3,1,2020,3__2020
2020-03-29,Promo.Group 22,0,0,0,0,0,1,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,4.34876,99.5,Promo.Group 22__Retailer 1,13,3,1,2020,3__2020
2020-04-05,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,3.03524,99.3,Promo.Group 22__Retailer 1,14,4,2,2020,4__2020
2020-04-12,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,3.54796,98.1,Promo.Group 22__Retailer 1,15,4,2,2020,4__2020
2020-04-19,Promo.Group 22,0,0,0,1,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,3.55836,94.7,Promo.Group 22__Retailer 1,16,4,2,2020,4__2020
2020-04-26,Promo.Group 22,0,0,0,1,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,2.72064,91.3,Promo.Group 22__Retailer 1,17,4,2,2020,4__2020
2020-05-03,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,2.6598,89.9,Promo.Group 22__Retailer 1,18,5,2,2020,5__2020
2020-05-10,Promo.Group 22,1,0,1,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,5.5978,88.8,Promo.Group 22__Retailer 1,19,5,2,2020,5__2020
2020-05-17,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,2.02956,87.7,Promo.Group 22__Retailer 1,20,5,2,2020,5__2020
2020-05-24,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,2.31244,87.3,Promo.Group 22__Retailer 1,21,5,2,2020,5__2020
2020-05-31,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,2.81268,86.8,Promo.Group 22__Retailer 1,22,5,2,2020,5__2020
2020-06-07,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,3.20892,85.9,Promo.Group 22__Retailer 1,23,6,2,2020,6__2020
2020-06-14,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,3.04096,85.8,Promo.Group 22__Retailer 1,24,6,2,2020,6__2020
2020-06-21,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,3.0108,85.8,Promo.Group 22__Retailer 1,25,6,2,2020,6__2020
2020-06-28,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,3.61036,85.8,Promo.Group 22__Retailer 1,26,6,2,2020,6__2020
2020-07-05,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,3.84436,85.5,Promo.Group 22__Retailer 1,27,7,3,2020,7__2020
2020-07-12,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,4.24944,85.4,Promo.Group 22__Retailer 1,28,7,3,2020,7__2020
2020-07-19,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,2.93696,85.2,Promo.Group 22__Retailer 1,29,7,3,2020,7__2020
2020-07-26,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,3.46268,85.3,Promo.Group 22__Retailer 1,30,7,3,2020,7__2020
2020-08-02,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,3.8792,85.1,Promo.Group 22__Retailer 1,31,8,3,2020,8__2020
2020-08-09,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,2.10912,85.4,Promo.Group 22__Retailer 1,32,8,3,2020,8__2020
2020-08-16,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,3.60308,85.4,Promo.Group 22__Retailer 1,33,8,3,2020,8__2020
2020-08-23,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,2.00564,85.6,Promo.Group 22__Retailer 1,34,8,3,2020,8__2020
2020-08-30,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,3.64208,85.8,Promo.Group 22__Retailer 1,35,8,3,2020,8__2020
2020-09-06,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,2.85844,85.9,Promo.Group 22__Retailer 1,36,9,3,2020,9__2020
2020-09-13,Promo.Group 22,1,0,0,0,0,1,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,5.96648,85.8,Promo.Group 22__Retailer 1,37,9,3,2020,9__2020
2020-09-20,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,4.44392,85.8,Promo.Group 22__Retailer 1,38,9,3,2020,9__2020
2020-09-27,Promo.Group 22,0,0,0,0,0,0,Retailer 1,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,4.42936,85.7,Promo.Group 22__Retailer 1,39,9,3,2020,9__2020
